Id	Plate	Row	Column	Clog	Scan.rate	Status.sort	Status.sel	TOF	EXT	Green	Yellow	Red	PH.Ext	PW.Ext	PH.Green	PW.Green	PCGreen	PH.Yellow	PW.Yellow	PCYellow	PH.Red	PW.Red	PCRed	Time.Stamp
92	1	H	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
92	1	H	8	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93	1	H	9	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93	1	H	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
93	1	H	9	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94	1	H	10	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94	1	H	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
94	1	H	10	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95	1	H	11	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95	1	H	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
95	1	H	11	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96	1	H	12	1	1	6	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96	1	H	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
96	1	H	12	1	1	0	1	100	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
